source,ell,r,k,a,b,N,door,r_mod3,m0,m1,v2_door,exact_2_door,cof_primes,gold_primes,match_mod3_rule
germain,5,12791,1279,,,,m0,2,12790,12792,1,True,1279,5;1279,True
germain,5,12821,1282,,,,m0,2,12820,12822,2,False,641,5;641,True
germain,5,12841,1284,,,,m1,1,12842,12840,3,False,3;107,6421,True
germain,5,12911,1291,,,,m0,2,12910,12912,1,True,1291,5;1291,True
germain,5,12941,1294,,,,m0,2,12940,12942,2,False,647,5;647,True
germain,5,13001,1300,,,,m0,2,13000,13002,3,False,13,5;13,True
germain,5,13121,1312,,,,m0,2,13120,13122,6,False,41,5;41,True
germain,5,13151,1315,,,,m0,2,13150,13152,1,True,263,5;263,True
germain,5,13171,1317,,,,m1,1,13172,13170,1,True,3;439,37;89,True
germain,5,13241,1324,,,,m0,2,13240,13242,3,False,331,5;331,True
germain,5,13291,1329,,,,m1,1,13292,13290,1,True,3;443,3323,True
germain,5,13331,1333,,,,m0,2,13330,13332,1,True,31;43,5;31;43,True
germain,5,13381,1338,,,,m1,1,13382,13380,2,False,3;223,6691,True
germain,5,13411,1341,,,,m1,1,13412,13410,1,True,3;149,7;479,True
germain,5,13421,1342,,,,m0,2,13420,13422,2,False,11;61,5;11;61,True
germain,5,13441,1344,,,,m1,1,13442,13440,7,False,3;7,11;13;47,True
germain,5,13451,1345,,,,m0,2,13450,13452,1,True,269,5;269,True
germain,5,13591,1359,,,,m1,1,13592,13590,1,True,3;151,1699,True
germain,5,13681,1368,,,,m1,1,13682,13680,4,False,3;19,6841,True
germain,5,13691,1369,,,,m0,2,13690,13692,1,True,37,5;37,True
germain,5,13711,1371,,,,m1,1,13712,13710,1,True,3;457,857,True
germain,5,13721,1372,,,,m0,2,13720,13722,3,False,7,5;7,True
germain,5,13751,1375,,,,m0,2,13750,13752,1,True,11,5;11,True
germain,5,13781,1378,,,,m0,2,13780,13782,2,False,13;53,5;13;53,True
germain,5,13831,1383,,,,m1,1,13832,13830,1,True,3;461,7;13;19,True
germain,5,13841,1384,,,,m0,2,13840,13842,4,False,173,5;173,True
germain,5,13901,1390,,,,m0,2,13900,13902,2,False,139,5;139,True
germain,5,13921,1392,,,,m1,1,13922,13920,5,False,3;29,6961,True
germain,5,13931,1393,,,,m0,2,13930,13932,1,True,7;199,5;7;199,True
germain,5,14011,1401,,,,m1,1,14012,14010,1,True,3;467,31;113,True
germain,5,14051,1405,,,,m0,2,14050,14052,1,True,281,5;281,True
germain,5,14071,1407,,,,m1,1,14072,14070,1,True,3;7;67,1759,True
germain,5,14081,1408,,,,m0,2,14080,14082,8,False,11,5;11,True
germain,5,14221,1422,,,,m1,1,14222,14220,2,False,3;79,13;547,True
germain,5,14251,1425,,,,m1,1,14252,14250,1,True,3;19,7;509,True
germain,5,14281,1428,,,,m1,1,14282,14280,3,False,3;7;17,37;193,True
germain,5,14321,1432,,,,m0,2,14320,14322,4,False,179,5;179,True
germain,5,14341,1434,,,,m1,1,14342,14340,2,False,3;239,71;101,True
germain,5,14401,1440,,,,m1,1,14402,14400,6,False,3,19;379,True
germain,5,14411,1441,,,,m0,2,14410,14412,1,True,11;131,5;11;131,True
germain,5,14431,1443,,,,m1,1,14432,14430,1,True,3;13;37,11;41,True
germain,5,14461,1446,,,,m1,1,14462,14460,2,False,3;241,7;1033,True
germain,5,14551,1455,,,,m1,1,14552,14550,1,True,3;97,17;107,True
germain,5,14561,1456,,,,m0,2,14560,14562,5,False,7;13,5;7;13,True
germain,5,14591,1459,,,,m0,2,14590,14592,1,True,1459,5;1459,True
germain,5,14621,1462,,,,m0,2,14620,14622,2,False,17;43,5;17;43,True
germain,5,14731,1473,,,,m1,1,14732,14730,1,True,3;491,29;127,True
germain,5,14741,1474,,,,m0,2,14740,14742,2,False,11;67,5;11;67,True
germain,5,14771,1477,,,,m0,2,14770,14772,1,True,7;211,5;7;211,True
germain,5,14821,1482,,,,m1,1,14822,14820,2,False,3;13;19,7411,True
germain,5,14831,1483,,,,m0,2,14830,14832,1,True,1483,5;1483,True
germain,5,14851,1485,,,,m1,1,14852,14850,1,True,3;11,47;79,True
germain,5,14891,1489,,,,m0,2,14890,14892,1,True,1489,5;1489,True
germain,5,14951,1495,,,,m0,2,14950,14952,1,True,13;23,5;13;23,True
germain,5,15031,1503,,,,m1,1,15032,15030,1,True,3;167,1879,True
germain,5,15061,1506,,,,m1,1,15062,15060,2,False,3;251,17;443,True
germain,5,15091,1509,,,,m1,1,15092,15090,1,True,3;503,7;11,True
germain,5,15101,1510,,,,m0,2,15100,15102,2,False,151,5;151,True
germain,5,15121,1512,,,,m1,1,15122,15120,4,False,3;7,7561,True
germain,5,15131,1513,,,,m0,2,15130,15132,1,True,17;89,5;17;89,True
germain,5,15161,1516,,,,m0,2,15160,15162,3,False,379,5;379,True
germain,5,15241,1524,,,,m1,1,15242,15240,3,False,3;127,7621,True
germain,5,15271,1527,,,,m1,1,15272,15270,1,True,3;509,23;83,True
germain,5,15331,1533,,,,m1,1,15332,15330,1,True,3;7;73,3833,True
germain,5,15361,1536,,,,m1,1,15362,15360,10,False,3,7681,True
germain,5,15391,1539,,,,m1,1,15392,15390,1,True,3;19,13;37,True
germain,5,15401,1540,,,,m0,2,15400,15402,3,False,7;11,5;7;11,True
germain,5,15451,1545,,,,m1,1,15452,15450,1,True,3;103,3863,True
germain,5,15461,1546,,,,m0,2,15460,15462,2,False,773,5;773,True
germain,5,15511,1551,,,,m1,1,15512,15510,1,True,3;11;47,7;277,True
germain,5,15541,1554,,,,m1,1,15542,15540,2,False,3;7;37,19;409,True
germain,5,15551,1555,,,,m0,2,15550,15552,1,True,311,5;311,True
germain,5,15581,1558,,,,m0,2,15580,15582,2,False,19;41,5;19;41,True
germain,5,15601,1560,,,,m1,1,15602,15600,4,False,3;13,29;269,True
germain,5,15641,1564,,,,m0,2,15640,15642,3,False,17;23,5;17;23,True
germain,5,15661,1566,,,,m1,1,15662,15660,2,False,3;29,41;191,True
germain,5,15671,1567,,,,m0,2,15670,15672,1,True,1567,5;1567,True
germain,5,15731,1573,,,,m0,2,15730,15732,1,True,11;13,5;11;13,True
germain,5,15761,1576,,,,m0,2,15760,15762,4,False,197,5;197,True
germain,5,15791,1579,,,,m0,2,15790,15792,1,True,1579,5;1579,True
germain,5,15881,1588,,,,m0,2,15880,15882,3,False,397,5;397,True
germain,5,15901,1590,,,,m1,1,15902,15900,2,False,3;53,7951,True
germain,5,15971,1597,,,,m0,2,15970,15972,1,True,1597,5;1597,True
germain,5,15991,1599,,,,m1,1,15992,15990,1,True,3;13;41,1999,True
germain,5,16001,1600,,,,m0,2,16000,16002,7,False,1,5,True
germain,5,16061,1606,,,,m0,2,16060,16062,2,False,11;73,5;11;73,True
germain,5,16091,1609,,,,m0,2,16090,16092,1,True,1609,5;1609,True
germain,5,16111,1611,,,,m1,1,16112,16110,1,True,3;179,19;53,True
germain,5,16141,1614,,,,m1,1,16142,16140,2,False,3;269,7;1153,True
germain,5,16231,1623,,,,m1,1,16232,16230,1,True,3;541,2029,True
germain,5,16301,1630,,,,m0,2,16300,16302,2,False,163,5;163,True
germain,5,16361,1636,,,,m0,2,16360,16362,3,False,409,5;409,True
germain,5,16381,1638,,,,m1,1,16382,16380,2,False,3;7;13,8191,True
germain,5,16411,1641,,,,m1,1,16412,16410,1,True,3;547,11;373,True
germain,5,16421,1642,,,,m0,2,16420,16422,2,False,821,5;821,True
germain,5,16451,1645,,,,m0,2,16450,16452,1,True,7;47,5;7;47,True
germain,5,16481,1648,,,,m0,2,16480,16482,5,False,103,5;103,True
germain,5,16561,1656,,,,m1,1,16562,16560,4,False,3;23,7;13,True
germain,5,16631,1663,,,,m0,2,16630,16632,1,True,1663,5;1663,True
germain,5,16651,1665,,,,m1,1,16652,16650,1,True,3;37,23;181,True
germain,5,16661,1666,,,,m0,2,16660,16662,2,False,7;17,5;7;17,True
germain,5,16691,1669,,,,m0,2,16690,16692,1,True,1669,5;1669,True
germain,5,16741,1674,,,,m1,1,16742,16740,2,False,3;31,11;761,True
germain,5,16811,1681,,,,m0,2,16810,16812,1,True,41,5;41,True
germain,5,16831,1683,,,,m1,1,16832,16830,1,True,3;11;17,263,True
germain,5,16871,1687,,,,m0,2,16870,16872,1,True,7;241,5;7;241,True
germain,5,16901,1690,,,,m0,2,16900,16902,2,False,13,5;13,True
germain,5,16921,1692,,,,m1,1,16922,16920,3,False,3;47,8461,True
germain,5,16931,1693,,,,m0,2,16930,16932,1,True,1693,5;1693,True
germain,5,16981,1698,,,,m1,1,16982,16980,2,False,3;283,7;1213,True
germain,5,17011,1701,,,,m1,1,17012,17010,1,True,3;7,4253,True
germain,5,17021,1702,,,,m0,2,17020,17022,2,False,23;37,5;23;37,True
germain,5,17041,1704,,,,m1,1,17042,17040,4,False,3;71,8521,True
germain,5,17191,1719,,,,m1,1,17192,17190,1,True,3;191,7;307,True
germain,5,17231,1723,,,,m0,2,17230,17232,1,True,1723,5;1723,True
germain,5,17291,1729,,,,m0,2,17290,17292,1,True,7;13;19,5;7;13;19,True
germain,5,17321,1732,,,,m0,2,17320,17322,3,False,433,5;433,True
germain,5,17341,1734,,,,m1,1,17342,17340,2,False,3;17,13;23;29,True
germain,5,17351,1735,,,,m0,2,17350,17352,1,True,347,5;347,True
germain,5,17401,1740,,,,m1,1,17402,17400,3,False,3;29,7;11;113,True
germain,5,17431,1743,,,,m1,1,17432,17430,1,True,3;7;83,2179,True
germain,5,17471,1747,,,,m0,2,17470,17472,1,True,1747,5;1747,True
germain,5,17491,1749,,,,m1,1,17492,17490,1,True,3;11;53,4373,True
germain,5,17551,1755,,,,m1,1,17552,17550,1,True,3;13,1097,True
germain,5,17581,1758,,,,m1,1,17582,17580,2,False,3;293,59;149,True
germain,5,17681,1768,,,,m0,2,17680,17682,4,False,13;17,5;13;17,True
germain,5,17761,1776,,,,m1,1,17762,17760,5,False,3;37,83;107,True
germain,5,17791,1779,,,,m1,1,17792,17790,1,True,3;593,139,True
germain,5,17851,1785,,,,m1,1,17852,17850,1,True,3;7;17,4463,True
germain,5,17881,1788,,,,m1,1,17882,17880,3,False,3;149,8941,True
germain,5,17891,1789,,,,m0,2,17890,17892,1,True,1789,5;1789,True
germain,5,17911,1791,,,,m1,1,17912,17910,1,True,3;199,2239,True
germain,5,17921,1792,,,,m0,2,17920,17922,9,False,7,5;7,True
germain,5,17971,1797,,,,m1,1,17972,17970,1,True,3;599,4493,True
germain,5,17981,1798,,,,m0,2,17980,17982,2,False,29;31,5;29;31,True
germain,5,18041,1804,,,,m0,2,18040,18042,3,False,11;41,5;11;41,True
germain,5,18061,1806,,,,m1,1,18062,18060,2,False,3;7;43,11;821,True
germain,5,18121,1812,,,,m1,1,18122,18120,3,False,3;151,13;17;41,True
germain,5,18131,1813,,,,m0,2,18130,18132,1,True,7;37,5;7;37,True
germain,5,18181,1818,,,,m1,1,18182,18180,2,False,3;101,9091,True
germain,5,18191,1819,,,,m0,2,18190,18192,1,True,17;107,5;17;107,True
germain,5,18211,1821,,,,m1,1,18212,18210,1,True,3;607,29;157,True
germain,5,18251,1825,,,,m0,2,18250,18252,1,True,73,5;73,True
germain,5,18301,1830,,,,m1,1,18302,18300,2,False,3;61,9151,True
germain,5,18311,1831,,,,m0,2,18310,18312,1,True,1831,5;1831,True
germain,5,18341,1834,,,,m0,2,18340,18342,2,False,7;131,5;7;131,True
germain,5,18371,1837,,,,m0,2,18370,18372,1,True,11;167,5;11;167,True
germain,5,18401,1840,,,,m0,2,18400,18402,5,False,23,5;23,True
germain,5,18451,1845,,,,m1,1,18452,18450,1,True,3;41,7;659,True
germain,5,18461,1846,,,,m0,2,18460,18462,2,False,13;71,5;13;71,True
germain,5,18481,1848,,,,m1,1,18482,18480,4,False,3;7;11,9241,True
germain,5,18521,1852,,,,m0,2,18520,18522,3,False,463,5;463,True
germain,5,18541,1854,,,,m1,1,18542,18540,2,False,3;103,73;127,True
germain,5,18661,1866,,,,m1,1,18662,18660,2,False,3;311,7;31;43,True
germain,5,18671,1867,,,,m0,2,18670,18672,1,True,1867,5;1867,True
germain,5,18691,1869,,,,m1,1,18692,18690,1,True,3;7;89,4673,True
germain,5,18701,1870,,,,m0,2,18700,18702,2,False,11;17,5;11;17,True
germain,5,18731,1873,,,,m0,2,18730,18732,1,True,1873,5;1873,True
germain,5,18911,1891,,,,m0,2,18910,18912,1,True,31;61,5;31;61,True
germain,5,19001,1900,,,,m0,2,19000,19002,3,False,19,5;19,True
germain,5,19031,1903,,,,m0,2,19030,19032,1,True,11;173,5;11;173,True
germain,5,19051,1905,,,,m1,1,19052,19050,1,True,3;127,11;433,True
germain,5,19081,1908,,,,m1,1,19082,19080,3,False,3;53,7;29;47,True
germain,5,19121,1912,,,,m0,2,19120,19122,4,False,239,5;239,True
germain,5,19141,1914,,,,m1,1,19142,19140,2,False,3;11;29,17;563,True
germain,5,19181,1918,,,,m0,2,19180,19182,2,False,7;137,5;7;137,True
germain,5,19211,1921,,,,m0,2,19210,19212,1,True,17;113,5;17;113,True
germain,5,19231,1923,,,,m1,1,19232,19230,1,True,3;641,601,True
germain,5,19301,1930,,,,m0,2,19300,19302,2,False,193,5;193,True
germain,5,19381,1938,,,,m1,1,19382,19380,2,False,3;17;19,11;881,True
germain,5,19391,1939,,,,m0,2,19390,19392,1,True,7;277,5;7;277,True
germain,5,19421,1942,,,,m0,2,19420,19422,2,False,971,5;971,True
germain,5,19441,1944,,,,m1,1,19442,19440,4,False,3,9721,True
germain,5,19471,1947,,,,m1,1,19472,19470,1,True,3;11;59,1217,True
germain,5,19501,1950,,,,m1,1,19502,19500,2,False,3;13,7;199,True
germain,5,19531,1953,,,,m1,1,19532,19530,1,True,3;7;31,19;257,True
germain,5,19541,1954,,,,m0,2,19540,19542,2,False,977,5;977,True
germain,5,19571,1957,,,,m0,2,19570,19572,1,True,19;103,5;19;103,True
germain,5,19661,1966,,,,m0,2,19660,19662,2,False,983,5;983,True
germain,5,19681,1968,,,,m1,1,19682,19680,5,False,3;41,13;757,True
germain,5,19751,1975,,,,m0,2,19750,19752,1,True,79,5;79,True
germain,5,19801,1980,,,,m1,1,19802,19800,3,False,3;11,9901,True
germain,5,19841,1984,,,,m0,2,19840,19842,7,False,31,5;31,True
germain,5,19861,1986,,,,m1,1,19862,19860,2,False,3;331,9931,True
germain,5,19891,1989,,,,m1,1,19892,19890,1,True,3;13;17,4973,True
germain,5,19961,1996,,,,m0,2,19960,19962,3,False,499,5;499,True
germain,5,19991,1999,,,,m0,2,19990,19992,1,True,1999,5;1999,True
germain,5,20011,2001,,,,m1,1,20012,20010,1,True,3;23;29,5003,True
germain,5,20021,2002,,,,m0,2,20020,20022,2,False,7;11;13,5;7;11;13,True
germain,5,20051,2005,,,,m0,2,20050,20052,1,True,401,5;401,True
germain,5,20071,2007,,,,m1,1,20072,20070,1,True,3;223,13;193,True
germain,5,20101,2010,,,,m1,1,20102,20100,2,False,3;67,19;23,True
germain,5,20161,2016,,,,m1,1,20162,20160,6,False,3;7,17;593,True
germain,5,20201,2020,,,,m0,2,20200,20202,3,False,101,5;101,True
germain,5,20231,2023,,,,m0,2,20230,20232,1,True,7;17,5;7;17,True
germain,5,20261,2026,,,,m0,2,20260,20262,2,False,1013,5;1013,True
germain,5,20341,2034,,,,m1,1,20342,20340,2,False,3;113,7;1453,True
germain,5,20411,2041,,,,m0,2,20410,20412,1,True,13;157,5;13;157,True
germain,5,20431,2043,,,,m1,1,20432,20430,1,True,3;227,1277,True
germain,5,20441,2044,,,,m0,2,20440,20442,3,False,7;73,5;7;73,True
germain,5,20521,2052,,,,m1,1,20522,20520,3,False,3;19,31;331,True
germain,5,20551,2055,,,,m1,1,20552,20550,1,True,3;137,7;367,True
germain,5,20611,2061,,,,m1,1,20612,20610,1,True,3;229,5153,True
germain,5,20641,2064,,,,m1,1,20642,20640,5,False,3;43,10321,True
germain,5,20681,2068,,,,m0,2,20680,20682,3,False,11;47,5;11;47,True
germain,5,20731,2073,,,,m1,1,20732,20730,1,True,3;691,71;73,True
germain,5,20771,2077,,,,m0,2,20770,20772,1,True,31;67,5;31;67,True
germain,5,20921,2092,,,,m0,2,20920,20922,3,False,523,5;523,True
germain,5,20981,2098,,,,m0,2,20980,20982,2,False,1049,5;1049,True
germain,5,21001,2100,,,,m1,1,21002,21000,3,False,3;7,10501,True
germain,5,21011,2101,,,,m0,2,21010,21012,1,True,11;191,5;11;191,True
germain,5,21031,2103,,,,m1,1,21032,21030,1,True,3;701,11;239,True
germain,5,21061,2106,,,,m1,1,21062,21060,2,False,3;13,10531,True
germain,5,21101,2110,,,,m0,2,21100,21102,2,False,211,5;211,True
germain,5,21121,2112,,,,m1,1,21122,21120,7,False,3;11,59;179,True
germain,5,21191,2119,,,,m0,2,21190,21192,1,True,13;163,5;13;163,True
germain,5,21211,2121,,,,m1,1,21212,21210,1,True,3;7;101,5303,True
germain,5,21221,2122,,,,m0,2,21220,21222,2,False,1061,5;1061,True
germain,5,21341,2134,,,,m0,2,21340,21342,2,False,11;97,5;11;97,True
germain,5,21391,2139,,,,m1,1,21392,21390,1,True,3;23;31,7;191,True
germain,5,21401,2140,,,,m0,2,21400,21402,3,False,107,5;107,True
germain,5,21481,2148,,,,m1,1,21482,21480,3,False,3;179,23;467,True
germain,5,21491,2149,,,,m0,2,21490,21492,1,True,7;307,5;7;307,True
germain,5,21521,2152,,,,m0,2,21520,21522,4,False,269,5;269,True
germain,5,21601,2160,,,,m1,1,21602,21600,5,False,3,7;1543,True
germain,5,21611,2161,,,,m0,2,21610,21612,1,True,2161,5;2161,True
germain,5,21661,2166,,,,m1,1,21662,21660,2,False,3;19,10831,True
germain,5,21701,2170,,,,m0,2,21700,21702,2,False,7;31,5;7;31,True
germain,5,21751,2175,,,,m1,1,21752,21750,1,True,3;29,2719,True
germain,5,21821,2182,,,,m0,2,21820,21822,2,False,1091,5;1091,True
germain,5,21841,2184,,,,m1,1,21842,21840,4,False,3;7;13,67;163,True
germain,5,21851,2185,,,,m0,2,21850,21852,1,True,19;23,5;19;23,True
germain,5,21871,2187,,,,m1,1,21872,21870,1,True,3,1367,True
germain,5,21881,2188,,,,m0,2,21880,21882,3,False,547,5;547,True
germain,5,21911,2191,,,,m0,2,21910,21912,1,True,7;313,5;7;313,True
germain,5,21961,2196,,,,m1,1,21962,21960,3,False,3;61,79;139,True
germain,5,21991,2199,,,,m1,1,21992,21990,1,True,3;733,2749,True
germain,5,22031,2203,,,,m0,2,22030,22032,1,True,2203,5;2203,True
germain,5,22051,2205,,,,m1,1,22052,22050,1,True,3;7,37;149,True
germain,5,22091,2209,,,,m0,2,22090,22092,1,True,47,5;47,True
germain,5,22111,2211,,,,m1,1,22112,22110,1,True,3;11;67,691,True
germain,5,22171,2217,,,,m1,1,22172,22170,1,True,3;739,23;241,True
germain,5,22271,2227,,,,m0,2,22270,22272,1,True,17;131,5;17;131,True
germain,5,22291,2229,,,,m1,1,22292,22290,1,True,3;743,5573,True
germain,5,22381,2238,,,,m1,1,22382,22380,2,False,3;373,19;31,True
germain,5,22391,2239,,,,m0,2,22390,22392,1,True,2239,5;2239,True
germain,5,22441,2244,,,,m1,1,22442,22440,3,False,3;11;17,7;229,True
germain,5,22481,2248,,,,m0,2,22480,22482,4,False,281,5;281,True
germain,5,22501,2250,,,,m1,1,22502,22500,2,False,3,11251,True
germain,5,22511,2251,,,,m0,2,22510,22512,1,True,2251,5;2251,True
germain,5,22531,2253,,,,m1,1,22532,22530,1,True,3;751,43;131,True
germain,5,22541,2254,,,,m0,2,22540,22542,2,False,7;23,5;7;23,True
germain,5,22571,2257,,,,m0,2,22570,22572,1,True,37;61,5;37;61,True
germain,5,22621,2262,,,,m1,1,22622,22620,2,False,3;13;29,11311,True
germain,5,22651,2265,,,,m1,1,22652,22650,1,True,3;151,7;809,True
germain,5,22691,2269,,,,m0,2,22690,22692,1,True,2269,5;2269,True
germain,5,22721,2272,,,,m0,2,22720,22722,6,False,71,5;71,True
germain,5,22741,2274,,,,m1,1,22742,22740,2,False,3;379,83;137,True
germain,5,22751,2275,,,,m0,2,22750,22752,1,True,7;13,5;7;13,True
germain,5,22811,2281,,,,m0,2,22810,22812,1,True,2281,5;2281,True
germain,5,22861,2286,,,,m1,1,22862,22860,2,False,3;127,7;23;71,True
germain,5,22871,2287,,,,m0,2,22870,22872,1,True,2287,5;2287,True
germain,5,22901,2290,,,,m0,2,22900,22902,2,False,229,5;229,True
germain,5,22921,2292,,,,m1,1,22922,22920,3,False,3;191,73;157,True
germain,5,22961,2296,,,,m0,2,22960,22962,4,False,7;41,5;7;41,True
germain,5,23011,2301,,,,m1,1,23012,23010,1,True,3;13;59,11;523,True
germain,5,23021,2302,,,,m0,2,23020,23022,2,False,1151,5;1151,True
germain,5,23041,2304,,,,m1,1,23042,23040,9,False,3,41;281,True
germain,5,23071,2307,,,,m1,1,23072,23070,1,True,3;769,7;103,True
germain,5,23081,2308,,,,m0,2,23080,23082,3,False,577,5;577,True
germain,5,23131,2313,,,,m1,1,23132,23130,1,True,3;257,5783,True
germain,5,23201,2320,,,,m0,2,23200,23202,5,False,29,5;29,True
germain,5,23251,2325,,,,m1,1,23252,23250,1,True,3;31,5813,True
germain,5,23291,2329,,,,m0,2,23290,23292,1,True,17;137,5;17;137,True
germain,5,23311,2331,,,,m1,1,23312,23310,1,True,3;7;37,31;47,True
germain,5,23321,2332,,,,m0,2,23320,23322,3,False,11;53,5;11;53,True
germain,5,23371,2337,,,,m1,1,23372,23370,1,True,3;19;41,5843,True
germain,5,23431,2343,,,,m1,1,23432,23430,1,True,3;11;71,29;101,True
germain,5,23531,2353,,,,m0,2,23530,23532,1,True,13;181,5;13;181,True
germain,5,23561,2356,,,,m0,2,23560,23562,3,False,19;31,5;19;31,True
germain,5,23581,2358,,,,m1,1,23582,23580,2,False,3;131,13;907,True
germain,5,23671,2367,,,,m1,1,23672,23670,1,True,3;263,11;269,True
germain,5,23741,2374,,,,m0,2,23740,23742,2,False,1187,5;1187,True
germain,5,23761,2376,,,,m1,1,23762,23760,4,False,3;11,109,True
germain,5,23801,2380,,,,m0,2,23800,23802,3,False,7;17,5;7;17,True
germain,5,23831,2383,,,,m0,2,23830,23832,1,True,2383,5;2383,True
germain,5,23911,2391,,,,m1,1,23912,23910,1,True,3;797,7;61,True
germain,5,23971,2397,,,,m1,1,23972,23970,1,True,3;17;47,13;461,True
germain,5,23981,2398,,,,m0,2,23980,23982,2,False,11;109,5;11;109,True
germain,5,24001,2400,,,,m1,1,24002,24000,6,False,3,11;1091,True
germain,5,24061,2406,,,,m1,1,24062,24060,2,False,3;401,53;227,True
germain,5,24071,2407,,,,m0,2,24070,24072,1,True,29;83,5;29;83,True
germain,5,24091,2409,,,,m1,1,24092,24090,1,True,3;11;73,19;317,True
germain,5,24121,2412,,,,m1,1,24122,24120,3,False,3;67,7;1723,True
germain,5,24151,2415,,,,m1,1,24152,24150,1,True,3;7;23,3019,True
germain,5,24181,2418,,,,m1,1,24182,24180,2,False,3;13;31,107;113,True
germain,5,24251,2425,,,,m0,2,24250,24252,1,True,97,5;97,True
germain,5,24281,2428,,,,m0,2,24280,24282,3,False,607,5;607,True
germain,5,24371,2437,,,,m0,2,24370,24372,1,True,2437,5;2437,True
germain,5,24391,2439,,,,m1,1,24392,24390,1,True,3;271,3049,True
germain,5,24421,2442,,,,m1,1,24422,24420,2,False,3;11;37,12211,True
germain,5,24481,2448,,,,m1,1,24482,24480,5,False,3;17,12241,True
germain,5,24551,2455,,,,m0,2,24550,24552,1,True,491,5;491,True
germain,5,24571,2457,,,,m1,1,24572,24570,1,True,3;7;13,6143,True
germain,5,24611,2461,,,,m0,2,24610,24612,1,True,23;107,5;23;107,True
germain,5,24631,2463,,,,m1,1,24632,24630,1,True,3;821,3079,True
germain,5,24671,2467,,,,m0,2,24670,24672,1,True,2467,5;2467,True
germain,5,24691,2469,,,,m1,1,24692,24690,1,True,3;823,6173,True
germain,5,24781,2478,,,,m1,1,24782,24780,2,False,3;7;59,12391,True
germain,5,24821,2482,,,,m0,2,24820,24822,2,False,17;73,5;17;73,True
germain,5,24841,2484,,,,m1,1,24842,24840,3,False,3;23,12421,True
germain,5,24851,2485,,,,m0,2,24850,24852,1,True,7;71,5;7;71,True
germain,5,24971,2497,,,,m0,2,24970,24972,1,True,11;227,5;11;227,True
germain,5,25031,2503,,,,m0,2,25030,25032,1,True,2503,5;2503,True
germain,5,25111,2511,,,,m1,1,25112,25110,1,True,3;31,43;73,True
germain,5,25121,2512,,,,m0,2,25120,25122,5,False,157,5;157,True
germain,5,25171,2517,,,,m1,1,25172,25170,1,True,3;839,7;29;31,True
germain,5,25261,2526,,,,m1,1,25262,25260,2,False,3;421,17;743,True
germain,5,25301,2530,,,,m0,2,25300,25302,2,False,11;23,5;11;23,True
germain,5,25321,2532,,,,m1,1,25322,25320,3,False,3;211,11;1151,True
germain,5,25391,2539,,,,m0,2,25390,25392,1,True,2539,5;2539,True
germain,5,25411,2541,,,,m1,1,25412,25410,1,True,3;7;11,6353,True
germain,5,25471,2547,,,,m1,1,25472,25470,1,True,3;283,199,True
germain,5,25541,2554,,,,m0,2,25540,25542,2,False,1277,5;1277,True
germain,5,25561,2556,,,,m1,1,25562,25560,3,False,3;71,12781,True
germain,5,25601,2560,,,,m0,2,25600,25602,10,False,1,5,True
germain,5,25621,2562,,,,m1,1,25622,25620,2,False,3;7;61,23;557,True
germain,5,25741,2574,,,,m1,1,25742,25740,2,False,3;11;13,61;211,True
germain,5,25771,2577,,,,m1,1,25772,25770,1,True,3;859,17;379,True
germain,5,25801,2580,,,,m1,1,25802,25800,3,False,3;43,7;19;97,True
germain,5,25841,2584,,,,m0,2,25840,25842,4,False,17;19,5;17;19,True
germain,5,25931,2593,,,,m0,2,25930,25932,1,True,2593,5;2593,True
